transaction_date,operator_name,transaction_type,transaction_amount,customer_age,customer_gender,customer_location,service_plan,data_usage_(mb),call_duration_(min),sms_sent,internet_package,transaction_status
1991-01-22 18:34:22,Glo,Bill Payment,9707.73,39.0,female,Oyo,Prepaid,3206.42,297.0,93.0,Weekly,Pending
2024-01-12 03:22:46,Airtel,Bill Payment,6325.0,62.0,male,Gombe,Prepaid,1668.6,56.0,25.0,Daily,Completed
2024-07-28 14:05:29,Airtel,Data Purchase,6396.89,23.0,female,Warri,Prepaid,1983.6,230.58,20.0,Weekly,Completed
2024-05-07 02:34:40,Airtel,Data Purchase,8808.0,64.0,other,Kaduna,Prepaid,3892.22,46.35,45.0,Daily,Completed
1976-01-27 17:32:17,MTN,Bill Payment,19824.07,49.0,female,Kaduna,Postpaid,717.18,289.0,38.0,Monthly,Failed
2024-05-26 13:32:21,MTN,Data Purchase,3118.0,31.0,other,Maiduguri,Postpaid,760.36,274.8,97.0,Monthly,Completed
2024-06-30 18:47:10,Glo,Data Purchase,14057.65,33.0,male,Aba,Postpaid,1107.0,234.0,71.0,Daily,Failed
2023-08-07 15:34:05,Airtel,Airtime Purchase,18794.8,42.0,female,Maiduguri,Postpaid,818.0,258.94,12.0,Monthly,Completed
2023-11-29 17:20:48,Airtel,Bill Payment,17395.25,68.0,female,Gombe,Prepaid,4738.0,209.64,81.0,Monthly,Completed
1991-02-09 03:39:50,Glo,Bill Payment,7015.1,64.0,female,Gombe,Prepaid,2122.62,55.69,81.0,Weekly,Completed
2023-10-20 14:16:18,Glo,Bill Payment,377.86,37.0,other,Minna,Postpaid,1365.01,249.2,51.0,Monthly,Completed
2012-03-12 09:30:43,9mobile,Bill Payment,16824.0,29.0,female,Jalingo,Postpaid,59.0,13.6,66.0,Weekly,Failed
2024-06-13 08:44:43,MTN,Bill Payment,17111.2,56.0,female,Awka,Postpaid,2970.25,294.0,80.0,Monthly,Failed
2024-06-22 23:32:43,9mobile,Data Purchase,17294.11,42.0,male,Oyo,Postpaid,3557.0,253.74,76.0,Weekly,Completed
1976-04-24 05:43:39,MTN,Airtime Purchase,4716.39,48.0,female,Aba,Prepaid,888.0,156.98,91.0,Daily,Pending
2010-02-06 09:06:05,Airtel,Bill Payment,5935.0,60.0,female,Ilorin,Postpaid,1108.55,97.9,94.0,Weekly,Pending
2024-05-26 15:54:30,MTN,Airtime Purchase,2193.29,48.0,male,Kano,Prepaid,1984.0,80.2,88.0,Daily,Pending
2023-11-02 20:17:33,MTN,Airtime Purchase,12562.2,40.0,male,Kaduna,Prepaid,3562.3,98.17,75.0,Monthly,Failed
2023-08-08 02:36:27,9mobile,Bill Payment,19366.83,42.0,male,Abeokuta,Prepaid,2886.2,56.03,77.0,Monthly,Completed
2024-03-07 11:02:06,Glo,Bill Payment,10246.96,30.0,female,Awka,Prepaid,385.4,81.91,78.0,Monthly,Failed
1998-08-20 09:43:16,Airtel,Airtime Purchase,15809.0,68.0,other,Sokoto,Postpaid,121.0,260.1,18.0,Monthly,Pending
2024-06-04 08:25:20,MTN,Airtime Purchase,15205.14,45.0,female,Oyo,Postpaid,580.0,12.15,5.0,Weekly,Completed
2024-05-22 14:11:50,Glo,Bill Payment,15136.59,57.0,female,Ilorin,Prepaid,563.79,79.03,30.0,Daily,Failed
2023-11-11 23:15:42,Glo,Bill Payment,1554.56,38.0,female,Onitsha,Prepaid,1478.1,18.0,16.0,Monthly,Pending
2023-08-31 14:13:04,9mobile,Airtime Purchase,7695.85,29.0,male,Maiduguri,Postpaid,4655.3,187.1,84.0,Daily,Completed
1995-07-26 21:57:59,MTN,Bill Payment,4004.6,62.0,female,Zaria,Postpaid,2209.26,247.5,3.0,Weekly,Failed
2024-07-08 17:37:32,9mobile,Airtime Purchase,15073.5,56.0,other,Asaba,Prepaid,3448.12,32.1,64.0,Daily,Completed
2024-03-22 15:02:31,Airtel,Airtime Purchase,13901.6,20.0,female,Aba,Prepaid,79.02,79.79,9.0,Weekly,Completed
2023-11-29 13:19:11,9mobile,Airtime Purchase,11866.23,38.0,other,Ilorin,Prepaid,3577.3,161.0,15.0,Weekly,Failed
2023-08-05 00:16:03,9mobile,Bill Payment,969.0,55.0,male,Jalingo,Postpaid,4054.5,100.97,67.0,Monthly,Pending
2023-11-04 05:10:29,Glo,Data Purchase,19179.0,46.0,female,Jalingo,Prepaid,3160.3,28.56,57.0,Daily,Pending
2023-09-15 04:27:23,9mobile,Bill Payment,14512.69,19.0,female,Port Harcourt,Prepaid,1146.7,260.0,17.0,Weekly,Failed
2024-06-25 18:11:29,MTN,Airtime Purchase,7645.37,42.0,female,Uyo,Prepaid,4531.0,128.0,85.0,Weekly,Completed
2014-11-13 09:51:55,9mobile,Data Purchase,862.1,31.0,other,Calabar,Prepaid,4975.0,200.61,11.0,Monthly,Failed
2023-12-29 05:53:32,Glo,Data Purchase,7942.5,40.0,female,Abuja,Postpaid,1320.49,217.34,79.0,Monthly,Failed
2024-01-30 08:48:38,9mobile,Bill Payment,19983.0,62.0,male,Zaria,Prepaid,2591.2,80.79,91.0,Daily,Failed
2024-07-02 00:53:13,Airtel,Airtime Purchase,11217.5,50.0,male,Akure,Prepaid,774.0,237.99,15.0,Monthly,Completed
2023-11-03 11:48:31,Airtel,Data Purchase,10356.89,48.0,male,Owerri,Postpaid,1066.47,135.71,34.0,Monthly,Failed
2024-06-20 04:23:00,Glo,Data Purchase,2301.74,37.0,female,Jalingo,Postpaid,3557.45,234.4,19.0,Daily,Pending
2023-12-23 02:30:09,Airtel,Bill Payment,12340.95,21.0,female,Onitsha,Postpaid,3794.9,64.1,10.0,Daily,Completed
2024-07-24 13:36:17,9mobile,Bill Payment,7554.16,40.0,other,Kano,Prepaid,3443.0,104.5,81.0,Monthly,Pending
2024-05-29 12:52:24,Airtel,Bill Payment,14065.0,42.0,male,Abuja,Prepaid,3470.5,7.0,4.0,Weekly,Pending
2023-12-04 07:12:26,Glo,Bill Payment,16132.68,54.0,other,Lagos,Postpaid,4541.69,47.19,79.0,Weekly,Completed
2024-03-01 00:26:08,MTN,Bill Payment,18244.0,47.0,male,Sokoto,Postpaid,1319.0,17.0,24.0,Weekly,Completed
2024-02-28 19:04:34,MTN,Bill Payment,7360.2,40.0,female,Abuja,Prepaid,1895.3,202.0,11.0,Monthly,Completed
2023-11-30 06:12:56,MTN,Bill Payment,10950.0,60.0,female,Makurdi,Postpaid,2991.12,205.57,78.0,Daily,Completed
2024-02-24 01:54:31,Glo,Data Purchase,16689.5,47.0,female,Zaria,Postpaid,555.0,290.8,15.0,Weekly,Failed
2023-12-07 16:52:20,MTN,Bill Payment,8038.0,27.0,male,Aba,Prepaid,2102.35,181.7,50.0,Monthly,Pending
2024-05-19 13:09:05,Airtel,Data Purchase,15301.86,48.0,male,Abeokuta,Prepaid,4399.0,206.4,38.0,Daily,Failed
2024-04-07 23:34:28,Glo,Bill Payment,4535.0,54.0,other,Makurdi,Postpaid,4908.65,297.93,30.0,Daily,Pending
2024-05-17 08:00:21,Airtel,Airtime Purchase,1108.0,32.0,male,Enugu,Postpaid,1622.9,161.83,93.0,Monthly,Failed
2023-12-08 00:29:36,9mobile,Data Purchase,7045.02,50.0,female,Calabar,Postpaid,3993.1,2.62,29.0,Daily,Failed
2024-01-19 22:09:48,9mobile,Airtime Purchase,4238.39,25.0,female,Zaria,Postpaid,780.06,136.39,10.0,Weekly,Completed
1972-06-15 21:57:51,Airtel,Bill Payment,2134.49,23.0,male,Abuja,Prepaid,302.45,172.0,27.0,Weekly,Failed
2003-09-09 05:18:39,Airtel,Data Purchase,16050.21,55.0,male,Kaduna,Postpaid,2615.0,228.0,2.0,Daily,Pending
2023-08-22 04:37:26,Glo,Airtime Purchase,2765.1,39.0,female,Uyo,Postpaid,3037.2,120.93,74.0,Weekly,Completed
2024-04-07 08:48:51,9mobile,Airtime Purchase,6423.5,29.0,female,Jalingo,Postpaid,2371.21,52.29,94.0,Weekly,Pending
1980-12-01 19:24:52,9mobile,Data Purchase,11195.95,48.0,female,Makurdi,Postpaid,981.0,18.24,77.0,Weekly,Pending
2011-04-26 20:00:12,MTN,Airtime Purchase,10273.88,33.0,female,Kano,Postpaid,4989.8,125.4,68.0,Monthly,Failed
2024-05-26 09:29:14,Airtel,Data Purchase,14297.02,65.0,female,Osogbo,Postpaid,59.84,44.21,37.0,Monthly,Pending
1995-08-02 21:49:53,Airtel,Airtime Purchase,11314.7,33.0,female,Warri,Postpaid,4239.28,222.2,81.0,Monthly,Completed
2024-06-10 03:34:40,MTN,Airtime Purchase,11612.62,34.0,female,Owerri,Postpaid,915.1,199.55,8.0,Monthly,Completed
2023-11-04 11:00:19,Glo,Data Purchase,13436.16,22.0,male,Osogbo,Postpaid,2570.08,116.1,27.0,Monthly,Completed
2023-09-25 00:53:31,Airtel,Airtime Purchase,14289.31,48.0,female,Gombe,Prepaid,3897.0,172.5,61.0,Weekly,Completed
2023-08-05 20:00:11,Airtel,Data Purchase,8139.82,30.0,female,Makurdi,Postpaid,4336.1,215.62,20.0,Daily,Failed
1993-02-22 09:09:48,Glo,Bill Payment,10735.0,22.0,other,Akure,Prepaid,3467.3,201.06,21.0,Weekly,Completed
1983-02-28 13:55:35,9mobile,Data Purchase,4962.46,53.0,female,Onitsha,Postpaid,4025.0,236.2,26.0,Daily,Failed
1977-04-10 00:02:11,9mobile,Airtime Purchase,4695.0,70.0,female,Kaduna,Prepaid,1303.1,100.0,87.0,Weekly,Completed
2023-11-04 21:10:37,MTN,Data Purchase,19971.97,43.0,other,Onitsha,Prepaid,2313.0,143.3,23.0,Daily,Completed
2024-05-21 18:50:22,Glo,Bill Payment,3803.58,54.0,female,Kaduna,Prepaid,3903.0,295.0,71.0,Monthly,Failed
1974-07-06 08:52:24,MTN,Data Purchase,9208.0,52.0,male,Uyo,Postpaid,610.04,246.2,99.0,Daily,Failed
2024-05-12 10:46:49,Glo,Airtime Purchase,12315.0,45.0,other,Minna,Prepaid,1071.0,178.63,49.0,Monthly,Completed
2024-03-24 19:28:04,Airtel,Bill Payment,10080.8,27.0,male,Calabar,Prepaid,4295.55,68.69,96.0,Weekly,Pending
2023-11-14 00:24:03,Airtel,Bill Payment,14558.08,30.0,other,Port Harcourt,Postpaid,3314.8,239.61,17.0,Daily,Failed
2024-02-13 11:56:10,MTN,Data Purchase,11257.11,67.0,female,Jos,Prepaid,965.86,146.67,86.0,Monthly,Failed
2023-12-14 14:06:07,Glo,Data Purchase,7897.3,40.0,female,Lagos,Postpaid,3547.83,124.0,36.0,Daily,Pending
2023-11-21 18:10:58,Glo,Bill Payment,3648.6,62.0,female,Minna,Prepaid,4336.02,180.57,44.0,Daily,Failed
2023-12-12 00:10:23,9mobile,Data Purchase,18792.25,45.0,male,Zaria,Prepaid,1814.54,191.3,57.0,Weekly,Failed
2023-11-05 09:50:55,Airtel,Data Purchase,4383.0,50.0,female,Gombe,Postpaid,1339.59,155.0,49.0,Weekly,Completed
1973-06-24 21:19:51,9mobile,Data Purchase,635.84,19.0,male,Asaba,Postpaid,2625.0,104.67,23.0,Monthly,Pending
2024-06-11 19:08:37,MTN,Bill Payment,6619.0,29.0,male,Makurdi,Postpaid,3293.7,182.0,82.0,Weekly,Pending
2023-08-13 04:25:41,MTN,Airtime Purchase,2182.22,67.0,female,Asaba,Postpaid,2276.8,146.0,38.0,Daily,Failed
2024-04-15 00:19:19,Glo,Bill Payment,18936.0,26.0,male,Benin City,Prepaid,2486.1,111.9,25.0,Weekly,Failed
2012-05-08 01:52:56,Glo,Data Purchase,5723.68,44.0,other,Abeokuta,Postpaid,2949.6,141.0,37.0,Monthly,Pending
2024-06-26 21:49:51,Airtel,Data Purchase,4097.87,32.0,male,Osogbo,Postpaid,525.2,20.4,57.0,Weekly,Pending
2023-11-16 07:06:10,Airtel,Bill Payment,12798.7,61.0,other,Benin City,Prepaid,2264.7,112.29,21.0,Monthly,Completed
1995-05-29 07:42:05,MTN,Data Purchase,19453.8,24.0,male,Owerri,Postpaid,2876.97,53.2,18.0,Monthly,Completed
2023-11-18 00:08:07,MTN,Data Purchase,11951.27,35.0,female,Osogbo,Postpaid,3251.4,296.0,78.0,Weekly,Failed
2024-04-14 15:21:09,MTN,Data Purchase,6684.0,43.0,female,Awka,Postpaid,2583.6,225.3,59.0,Monthly,Failed
2023-08-25 04:05:59,Glo,Airtime Purchase,9740.25,24.0,other,Owerri,Postpaid,1808.4,66.16,99.0,Weekly,Pending
2023-11-11 09:14:29,9mobile,Airtime Purchase,4195.03,28.0,male,Warri,Postpaid,2648.16,256.2,83.0,Weekly,Pending
2024-03-08 20:15:33,Glo,Airtime Purchase,3409.61,44.0,female,Warri,Postpaid,1778.97,160.15,18.0,Daily,Pending
2015-11-15 02:22:55,MTN,Airtime Purchase,15226.0,59.0,female,Kaduna,Postpaid,3998.4,28.41,13.0,Monthly,Failed
2024-07-30 04:26:37,MTN,Airtime Purchase,17369.54,31.0,male,Aba,Prepaid,356.0,205.0,7.0,Weekly,Completed
2023-12-13 19:57:20,Glo,Bill Payment,2987.09,60.0,female,Osogbo,Prepaid,4031.8,59.67,86.0,Weekly,Pending
2023-12-20 01:39:51,MTN,Airtime Purchase,18098.9,62.0,female,Ibadan,Postpaid,3798.58,276.48,52.0,Daily,Pending
2024-01-12 13:39:11,Airtel,Airtime Purchase,15567.14,61.0,male,Minna,Prepaid,3567.06,79.4,65.0,Daily,Pending
2023-11-18 09:27:54,Airtel,Airtime Purchase,7657.0,70.0,female,Jos,Postpaid,3822.0,26.6,25.0,Daily,Failed
2023-11-05 04:01:21,9mobile,Data Purchase,1449.87,67.0,male,Asaba,Postpaid,1994.0,106.5,14.0,Monthly,Failed
2024-06-26 05:24:01,9mobile,Data Purchase,11785.6,26.0,male,Gombe,Postpaid,4143.0,57.1,38.0,Weekly,Failed
2024-02-25 21:41:31,Glo,Airtime Purchase,2853.73,41.0,male,Port Harcourt,Postpaid,148.79,291.8,64.0,Weekly,Completed
2024-02-02 09:48:07,Glo,Bill Payment,17321.2,22.0,female,Jalingo,Postpaid,1722.0,204.0,47.0,Weekly,Pending
2023-11-24 11:02:01,9mobile,Bill Payment,125.0,20.0,female,Maiduguri,Prepaid,360.3,180.87,34.0,Daily,Pending
2023-09-07 06:08:42,Glo,Data Purchase,9035.0,41.0,female,Owerri,Postpaid,3622.12,110.68,94.0,Daily,Failed
2024-06-20 12:44:18,MTN,Airtime Purchase,15909.7,36.0,male,Onitsha,Prepaid,3951.74,131.03,29.0,Daily,Completed
2024-04-26 22:14:14,MTN,Data Purchase,873.04,66.0,male,Enugu,Prepaid,4070.0,90.0,3.0,Weekly,Failed
2024-01-02 01:36:42,9mobile,Airtime Purchase,10033.12,65.0,male,Abuja,Postpaid,4478.05,245.0,12.0,Daily,Pending
2024-02-12 14:20:38,9mobile,Data Purchase,14067.0,23.0,female,Lagos,Postpaid,407.49,287.0,67.0,Daily,Pending
2024-04-19 19:25:52,Glo,Data Purchase,1438.41,51.0,male,Awka,Prepaid,4009.33,149.27,7.0,Daily,Pending
2024-01-30 13:32:12,Glo,Airtime Purchase,5138.77,64.0,male,Jalingo,Postpaid,142.7,104.73,56.0,Monthly,Pending
2024-01-04 09:29:47,MTN,Bill Payment,4316.93,48.0,female,Awka,Postpaid,3738.27,270.88,90.0,Daily,Failed
2024-02-28 00:44:31,Glo,Data Purchase,10834.63,58.0,other,Lagos,Postpaid,1279.0,247.68,0.0,Weekly,Failed
2023-08-28 15:28:42,MTN,Airtime Purchase,18446.98,70.0,male,Bauchi,Postpaid,2654.4,90.68,41.0,Monthly,Completed
2024-05-27 15:10:46,Glo,Data Purchase,15647.8,51.0,female,Awka,Prepaid,1010.0,258.0,32.0,Daily,Pending
2024-06-02 22:44:12,Airtel,Data Purchase,3884.0,51.0,male,Port Harcourt,Postpaid,1201.42,149.0,48.0,Daily,Completed
2023-08-14 06:01:10,Airtel,Airtime Purchase,1707.83,69.0,male,Port Harcourt,Postpaid,272.24,49.15,86.0,Daily,Completed
2024-04-22 06:53:45,MTN,Data Purchase,9742.0,43.0,other,Abeokuta,Postpaid,2510.83,286.0,83.0,Monthly,Failed
2023-12-22 09:30:20,Airtel,Data Purchase,17871.0,29.0,other,Sokoto,Prepaid,4061.11,241.2,34.0,Daily,Failed
1998-08-06 11:27:00,Airtel,Data Purchase,9085.65,34.0,male,Warri,Prepaid,2275.02,239.0,100.0,Weekly,Failed
2024-06-10 18:11:42,Airtel,Airtime Purchase,12334.5,41.0,female,Lagos,Prepaid,3123.9,276.08,12.0,Monthly,Pending
2014-07-19 07:11:33,Airtel,Bill Payment,4316.1,49.0,male,Minna,Postpaid,2025.7,195.0,2.0,Monthly,Completed
2023-09-19 01:43:43,9mobile,Bill Payment,15573.21,53.0,other,Lagos,Postpaid,197.8,203.45,12.0,Weekly,Pending
2023-11-20 18:05:42,MTN,Bill Payment,1477.38,51.0,female,Lagos,Postpaid,206.46,268.0,70.0,Monthly,Pending
2024-07-24 19:02:27,9mobile,Airtime Purchase,15146.46,66.0,other,Akure,Prepaid,1764.9,289.2,54.0,Monthly,Completed
2024-02-03 17:42:47,9mobile,Bill Payment,4911.0,56.0,male,Osogbo,Postpaid,4695.72,153.86,74.0,Daily,Failed
2024-03-15 04:14:04,9mobile,Bill Payment,12324.73,24.0,male,Osogbo,Postpaid,2014.0,233.0,69.0,Weekly,Pending
2024-07-08 02:35:34,MTN,Airtime Purchase,1079.0,69.0,other,Uyo,Postpaid,3679.6,232.99,45.0,Weekly,Completed
2023-10-20 14:40:30,9mobile,Data Purchase,7290.44,50.0,female,Minna,Prepaid,1347.0,277.8,48.0,Weekly,Failed
2023-08-18 23:59:09,Airtel,Airtime Purchase,19332.37,49.0,female,Jos,Postpaid,60.58,62.33,75.0,Daily,Pending
2021-03-09 03:11:58,Glo,Data Purchase,15301.0,58.0,other,Uyo,Postpaid,3951.47,50.0,92.0,Weekly,Completed
2023-11-01 02:15:16,Airtel,Bill Payment,656.4,32.0,male,Sokoto,Postpaid,3591.0,265.6,16.0,Monthly,Completed
2024-07-18 01:53:16,Airtel,Bill Payment,19092.0,33.0,male,Owerri,Postpaid,2770.3,199.0,76.0,Weekly,Pending
2024-04-21 05:48:04,9mobile,Bill Payment,299.46,22.0,male,Bauchi,Postpaid,4.9,39.4,74.0,Weekly,Failed
2024-05-25 14:46:31,9mobile,Data Purchase,14772.8,26.0,female,Enugu,Postpaid,3720.8,206.04,79.0,Weekly,Failed
2023-09-28 14:05:48,Glo,Data Purchase,18758.3,39.0,female,Port Harcourt,Prepaid,2656.68,71.56,16.0,Daily,Pending
2023-12-09 00:27:58,Glo,Airtime Purchase,8787.46,31.0,male,Owerri,Prepaid,2266.98,147.46,56.0,Daily,Failed
2024-07-18 00:04:02,Airtel,Data Purchase,18186.36,28.0,other,Awka,Prepaid,732.0,65.1,59.0,Weekly,Completed
2024-05-14 18:50:18,Glo,Bill Payment,19701.0,23.0,female,Makurdi,Prepaid,3907.3,91.0,8.0,Monthly,Failed
2024-01-15 12:26:00,MTN,Data Purchase,10683.0,47.0,female,Warri,Prepaid,798.0,163.81,79.0,Monthly,Completed
2024-04-08 21:33:14,9mobile,Data Purchase,18454.68,24.0,male,Owerri,Postpaid,3860.16,172.12,5.0,Daily,Failed
2023-11-29 09:30:22,Glo,Airtime Purchase,8779.12,60.0,female,Benin City,Postpaid,986.27,179.86,30.0,Weekly,Pending
2024-03-15 01:33:58,Glo,Airtime Purchase,16027.3,48.0,female,Oyo,Prepaid,2232.0,126.26,38.0,Weekly,Pending
1988-07-28 02:18:22,MTN,Airtime Purchase,4102.0,43.0,other,Makurdi,Postpaid,248.9,120.1,3.0,Monthly,Failed
2023-08-17 09:01:19,Glo,Data Purchase,6625.95,61.0,other,Port Harcourt,Prepaid,1477.02,10.78,33.0,Weekly,Completed
2023-12-15 21:04:20,9mobile,Data Purchase,11974.0,59.0,female,Awka,Prepaid,4457.62,15.8,36.0,Monthly,Pending
2024-06-04 08:29:53,Glo,Data Purchase,10427.2,23.0,male,Gombe,Prepaid,2834.97,55.0,20.0,Weekly,Completed
2023-11-16 17:07:31,Glo,Airtime Purchase,17310.71,35.0,female,Port Harcourt,Prepaid,3241.9,228.37,22.0,Weekly,Pending
2024-06-23 22:37:16,Airtel,Bill Payment,9312.8,65.0,male,Onitsha,Prepaid,1347.46,281.36,42.0,Monthly,Pending
2024-06-15 07:03:17,Airtel,Airtime Purchase,7086.11,61.0,female,Sokoto,Prepaid,283.5,192.4,36.0,Daily,Completed
2024-02-15 04:39:12,MTN,Bill Payment,2967.5,32.0,male,Asaba,Prepaid,4967.73,49.92,89.0,Weekly,Completed
2024-01-18 15:22:55,MTN,Bill Payment,4467.66,27.0,female,Ibadan,Postpaid,3537.27,291.0,9.0,Daily,Completed
2024-07-05 21:36:44,Glo,Bill Payment,14985.21,47.0,female,Enugu,Postpaid,1928.46,93.23,54.0,Daily,Failed
2023-12-14 16:07:02,Airtel,Airtime Purchase,3372.0,19.0,female,Kano,Prepaid,3388.1,118.27,81.0,Monthly,Completed
2024-03-22 05:29:28,Glo,Airtime Purchase,14454.75,33.0,female,Awka,Prepaid,1402.0,244.52,74.0,Daily,Pending
2024-05-09 20:34:19,9mobile,Bill Payment,9386.3,37.0,male,Awka,Prepaid,3354.0,150.0,36.0,Weekly,Completed
2024-05-14 18:00:13,Airtel,Data Purchase,17458.0,63.0,male,Ilorin,Postpaid,2487.5,146.11,87.0,Daily,Completed
2024-05-12 20:58:48,Airtel,Airtime Purchase,4781.0,52.0,male,Jos,Postpaid,1555.35,189.7,25.0,Daily,Completed
2024-05-24 16:36:21,Glo,Bill Payment,1576.12,40.0,male,Onitsha,Prepaid,4674.1,41.24,75.0,Daily,Failed
2016-11-30 09:56:56,9mobile,Airtime Purchase,14168.2,19.0,female,Lagos,Postpaid,2487.11,98.47,70.0,Weekly,Failed
2024-04-06 19:53:03,MTN,Airtime Purchase,844.9,63.0,male,Jalingo,Prepaid,2908.0,239.9,23.0,Daily,Completed
2024-02-07 17:23:31,9mobile,Data Purchase,16919.79,51.0,other,Maiduguri,Prepaid,2667.0,153.03,54.0,Monthly,Failed
2024-02-16 05:23:53,Airtel,Airtime Purchase,17968.2,30.0,other,Port Harcourt,Prepaid,2250.74,169.27,42.0,Daily,Pending
2023-10-19 08:32:53,9mobile,Airtime Purchase,14741.0,60.0,female,Minna,Postpaid,4051.09,290.63,41.0,Weekly,Failed
2023-12-17 09:56:17,9mobile,Bill Payment,19154.62,28.0,male,Kano,Prepaid,524.32,146.0,83.0,Monthly,Failed
1997-11-27 10:34:32,Airtel,Data Purchase,5973.0,67.0,female,Uyo,Postpaid,903.0,146.73,70.0,Monthly,Failed
2024-06-20 11:53:23,9mobile,Airtime Purchase,19809.1,60.0,other,Osogbo,Postpaid,4290.0,150.65,15.0,Weekly,Completed
2023-08-02 19:18:02,MTN,Bill Payment,6709.75,47.0,male,Makurdi,Postpaid,186.89,192.2,4.0,Daily,Failed
2023-10-13 05:43:44,Glo,Bill Payment,4161.66,38.0,female,Port Harcourt,Postpaid,1088.0,263.0,33.0,Weekly,Pending
2024-04-16 03:00:13,9mobile,Data Purchase,14130.14,42.0,female,Jos,Prepaid,764.8,203.69,20.0,Weekly,Failed
2024-03-29 18:25:35,9mobile,Bill Payment,3831.8,65.0,other,Onitsha,Prepaid,4227.0,183.07,91.0,Daily,Pending
2024-02-25 15:50:54,Glo,Data Purchase,9192.0,18.0,other,Kano,Postpaid,3352.75,84.0,51.0,Weekly,Completed
2024-03-16 11:37:02,Airtel,Airtime Purchase,4224.33,21.0,male,Sokoto,Prepaid,2177.95,144.08,32.0,Monthly,Completed
2023-12-11 19:50:25,Airtel,Bill Payment,633.02,42.0,other,Aba,Postpaid,2501.74,15.0,0.0,Weekly,Completed
2023-10-18 11:14:46,Airtel,Bill Payment,9866.5,66.0,female,Benin City,Postpaid,3091.44,62.64,44.0,Weekly,Failed
2023-10-14 03:59:25,MTN,Airtime Purchase,2182.4,26.0,male,Jos,Prepaid,2391.55,243.05,76.0,Monthly,Completed
2024-04-11 16:55:27,Glo,Bill Payment,12413.55,31.0,female,Minna,Postpaid,4.15,132.48,28.0,Monthly,Failed
2024-01-01 11:54:02,Airtel,Airtime Purchase,18647.23,21.0,male,Port Harcourt,Prepaid,1349.49,133.0,34.0,Weekly,Completed
1975-07-24 14:25:06,MTN,Airtime Purchase,9101.17,61.0,female,Makurdi,Prepaid,1378.31,201.3,4.0,Monthly,Failed
2024-02-27 02:40:57,9mobile,Data Purchase,5530.9,34.0,male,Onitsha,Prepaid,3518.14,124.0,87.0,Daily,Completed
2013-11-26 13:06:45,9mobile,Data Purchase,19675.4,42.0,female,Akure,Prepaid,1410.0,298.3,17.0,Weekly,Completed
1995-09-23 02:09:47,9mobile,Data Purchase,14847.74,59.0,female,Sokoto,Prepaid,4515.4,130.3,45.0,Weekly,Completed
2014-02-08 09:53:32,Glo,Airtime Purchase,8815.46,54.0,male,Warri,Prepaid,3715.4,208.85,96.0,Weekly,Completed
2024-02-29 22:30:28,Airtel,Airtime Purchase,14772.0,32.0,female,Kaduna,Postpaid,3243.1,149.9,56.0,Daily,Failed
2023-12-21 13:51:52,MTN,Data Purchase,18654.25,51.0,male,Kano,Postpaid,822.5,196.0,54.0,Weekly,Pending
2024-07-04 05:51:42,MTN,Bill Payment,7723.16,50.0,female,Sokoto,Prepaid,1504.77,158.85,35.0,Weekly,Completed
2023-08-20 07:51:18,9mobile,Airtime Purchase,742.0,18.0,female,Enugu,Prepaid,15.95,100.0,21.0,Daily,Completed
2024-05-29 01:41:45,9mobile,Bill Payment,13140.5,30.0,male,Kano,Prepaid,1445.0,265.56,19.0,Daily,Pending
2004-08-04 18:32:14,Glo,Bill Payment,18449.7,31.0,female,Bauchi,Postpaid,3741.59,206.18,26.0,Weekly,Pending
2024-03-03 18:59:23,MTN,Bill Payment,5020.4,65.0,male,Jalingo,Postpaid,3429.1,71.43,40.0,Daily,Failed
2023-12-03 23:21:32,Glo,Data Purchase,5621.79,57.0,male,Awka,Postpaid,3761.1,199.8,40.0,Weekly,Completed
2024-07-07 01:16:53,MTN,Airtime Purchase,10415.22,65.0,other,Oyo,Postpaid,4466.0,16.0,60.0,Daily,Pending
2023-11-08 00:05:38,MTN,Data Purchase,8086.0,34.0,male,Ibadan,Prepaid,4318.0,258.83,74.0,Weekly,Failed
2024-05-25 16:11:58,Glo,Airtime Purchase,17841.88,33.0,female,Minna,Prepaid,3112.05,69.06,42.0,Monthly,Completed
2024-01-22 00:13:08,MTN,Airtime Purchase,7070.15,23.0,male,Gombe,Postpaid,3628.04,254.97,61.0,Daily,Failed
2024-02-23 06:10:02,Airtel,Bill Payment,4583.99,63.0,male,Jos,Postpaid,2679.83,298.0,74.0,Daily,Pending
2024-07-25 07:44:23,Airtel,Data Purchase,780.06,39.0,male,Makurdi,Postpaid,4764.89,19.17,35.0,Monthly,Pending
2024-01-15 19:39:00,MTN,Airtime Purchase,14473.35,70.0,female,Osogbo,Prepaid,2297.4,229.0,55.0,Monthly,Completed
2024-06-04 06:21:32,Airtel,Data Purchase,13290.75,38.0,male,Zaria,Prepaid,3593.3,283.0,37.0,Monthly,Failed
1975-04-23 19:36:07,Glo,Bill Payment,18871.38,24.0,male,Warri,Prepaid,691.4,224.26,31.0,Weekly,Completed
2023-11-23 10:33:10,9mobile,Data Purchase,12568.28,28.0,male,Onitsha,Postpaid,3850.83,283.36,68.0,Daily,Completed
2024-04-04 21:32:07,Airtel,Airtime Purchase,8439.69,41.0,male,Port Harcourt,Prepaid,3310.2,285.8,55.0,Monthly,Failed
2024-01-30 22:37:46,MTN,Data Purchase,18551.96,33.0,other,Jos,Prepaid,3198.66,255.45,47.0,Monthly,Pending
